net,length_um
_04043_,25.24
_06153_,25.24
_06184_,25.22
_06369_,25.22
_06371_,25.22
_01210_,25.2
_10419_,25.19
_08852_,25.18
_09857_,25.18
_11620_,25.18
_13588_,25.17
_05545_,25.16
_06343_,25.16
_09580_,25.16
_13677_,25.16
_03443_,25.14
_03793_,25.14
_05459_,25.14
_09519_,25.14
_11835_,25.14
_01027_,25.13
_10658_,25.12
_14416_,25.12
_00814_,25.1
_02648_,25.1
_06683_,25.1
_11284_,25.1
_07911_,25.06
_08145_,25.06
u_s1.delay_line_im\[2\]\[15\],25.04
_02619_,25.025
_04918_,25.02
_05698_,25.02
_01441_,25
_01570_,24.98
_02241_,24.98
_03623_,24.96
_11829_,24.96
_13910_,24.96
_11004_,24.93
_01873_,24.92
_02110_,24.92
_02777_,24.92
_06787_,24.91
_04091_,24.9
_05961_,24.9
_07811_,24.9
_10561_,24.9
_13617_,24.9
_04285_,24.88
u_s1.delay_line_im\[0\]\[1\],24.88
_10068_,24.87
_00691_,24.86
_09728_,24.86
_08576_,24.84
_13537_,24.84
_03067_,24.82
_04914_,24.82
_05883_,24.82
_10486_,24.82
_12314_,24.82
_05389_,24.8
_08226_,24.8
_07956_,24.78
_06759_,24.76
_11807_,24.76
_11912_,24.76
_11949_,24.76
_05472_,24.745
_10156_,24.74
_08521_,24.72
_04927_,24.7
_05060_,24.7
_08292_,24.7
_10278_,24.7
_11841_,24.7
_01652_,24.68
_01673_,24.68
_14149_,24.68
_04135_,24.67
_06984_,24.67
_02362_,24.655
_02786_,24.64
_05461_,24.64
_11176_,24.64
_12679_,24.63
_02655_,24.62
_05752_,24.62
_08315_,24.62
u_s1.delay_line_re\[0\]\[5\],24.62
_03839_,24.6
_03666_,24.59
_09701_,24.58
u_s1.delay_line_re\[4\]\[5\],24.58
u_s2.delay_line_re\[3\]\[2\],24.58
_01433_,24.555
_01098_,24.54
_07167_,24.54
_01728_,24.52
_06011_,24.52
_12629_,24.52
_02316_,24.5
_05658_,24.5
_06911_,24.5
_08995_,24.5
_09841_,24.5
_12556_,24.5
_00572_,24.48
_05581_,24.48
_13086_,24.47
_13233_,24.46
_13622_,24.46
u_s1.delay_line_im\[7\]\[7\],24.46
_07951_,24.44
_06875_,24.42
_11288_,24.415
_05690_,24.38
_06507_,24.38
_09364_,24.38
_02834_,24.36
_03922_,24.36
_06542_,24.36
_05428_,24.35
_00899_,24.34
_03573_,24.34
_04742_,24.34
_05724_,24.34
_11604_,24.335
_13578_,24.32
_12626_,24.31
_01902_,24.3
_04247_,24.3
_09656_,24.3
_10466_,24.3
_11343_,24.3
net83,24.3
_02466_,24.26
_06592_,24.26
_11507_,24.26
_12927_,24.26
_01800_,24.24
_06745_,24.24
_13262_,24.24
_14301_,24.23
_00938_,24.22
_04069_,24.22
_04581_,24.22
_13457_,24.22
u_s2.delay_line_im\[2\]\[5\],24.22
_04110_,24.2
_11375_,24.2
_04256_,24.16
u_s1.delay_line_im\[5\]\[2\],24.16
_04845_,24.15
_09152_,24.13
_00633_,24.12
_11064_,24.12
_09482_,24.11
_03423_,24.1
_03547_,24.1
_08885_,24.1
_13433_,24.09
_02787_,24.08
_12231_,24.08
_13065_,24.08
_00577_,24.06
_05276_,24.06
_06678_,24.06
_06782_,24.06
_11795_,24.06
_00647_,24.055
_08550_,24.04
_07002_,24.02
_07737_,24.02
_11866_,24.02
u_s1.delay_line_re\[2\]\[13\],24.015
_04295_,24
_12677_,24
_12902_,24
_03380_,23.98
_06510_,23.98
_06749_,23.98
_10445_,23.98
_03037_,23.96
_06953_,23.94
_04018_,23.92
_14446_,23.92
net90,23.92
_03759_,23.9
_06846_,23.9
_08406_,23.9
_02546_,23.88
_05937_,23.88
_11008_,23.88
_11819_,23.88
_07505_,23.84
_13130_,23.84
_14330_,23.84
_02857_,23.82
_08645_,23.82
_01437_,23.8
_04733_,23.8
_09661_,23.8
_06738_,23.785
_07728_,23.785
_02831_,23.78
_06615_,23.76
_00740_,23.74
_02388_,23.74
_12962_,23.74
_04824_,23.72
_00766_,23.7
_01220_,23.7
_02214_,23.7
_06871_,23.7
_06907_,23.68
_08562_,23.68
_10985_,23.68
u_s2.delay_line_im\[0\]\[14\],23.68
_10961_,23.66
_12197_,23.66
u_s1.delay_line_im\[7\]\[12\],23.66
_00522_,23.64
_04553_,23.64
_05440_,23.64
_07687_,23.64
_11962_,23.64
_01356_,23.62
_03797_,23.62
_12145_,23.62
u_s4.delay_line_im\[0\]\[3\],23.62
_05369_,23.6
_05527_,23.6
_05933_,23.6
_07017_,23.6
_07767_,23.6
_13351_,23.6
u_s1.delay_line_re\[3\]\[1\],23.6
_09202_,23.58
_12876_,23.58
_13455_,23.58
_05442_,23.575
_00505_,23.56
_04129_,23.56
_04680_,23.56
_01736_,23.54
_02442_,23.52
_05653_,23.52
_07606_,23.52
_10725_,23.52
_02000_,23.5
_08227_,23.5
_13112_,23.48
_02144_,23.46
_08548_,23.46
_01014_,23.44
_03995_,23.44
_02594_,23.42
_07082_,23.42
_07727_,23.42
_09769_,23.42
_10382_,23.42
_10592_,23.42
u_s1.delay_ptr\[2\],23.42
_02387_,23.4
_02789_,23.4
_01556_,23.38
_06171_,23.38
_07523_,23.38
_10673_,23.38
_12176_,23.38
_06423_,23.34
_06643_,23.34
_12690_,23.34
clknet_leaf_11_clk,23.34
_02950_,23.32
_12198_,23.32
_02823_,23.31
_13141_,23.3
_01707_,23.28
_03589_,23.28
_04205_,23.28
_12382_,23.28
_07790_,23.275
_01748_,23.26
_03393_,23.24
_02455_,23.22
_01500_,23.2
_11644_,23.2
_11715_,23.2
_03311_,23.18
_09462_,23.18
_11660_,23.18
_12316_,23.16
_04321_,23.12
_06640_,23.12
_08286_,23.12
_05434_,23.1
_06689_,23.1
_10724_,23.1
_08939_,23.08
_12616_,23.08
u_s1.delay_line_im\[1\]\[15\],23.08
_00815_,23.06
_03028_,23.06
_03868_,23.06
_04863_,23.06
_05757_,23.06
_12232_,23.06
_10147_,23.04
_13216_,23.04
_01196_,23.035
_11211_,23.02
_02605_,23
_08443_,23
_12112_,23
_00528_,22.98
_05344_,22.98
_11451_,22.98
_13198_,22.98
_09636_,22.96
_09963_,22.96
_09985_,22.96
_14403_,22.96
_05151_,22.94
_08171_,22.94
_09043_,22.94
_11839_,22.94
_13057_,22.94
_13471_,22.92
_05950_,22.9
_12583_,22.9
_02295_,22.88
_04811_,22.88
_11902_,22.88
_03417_,22.86
u_s1.delay_line_im\[5\]\[8\],22.86
u_s1.delay_ptr\[1\],22.86
_03988_,22.84
_07955_,22.84
_08471_,22.84
_14253_,22.84
_00811_,22.82
_05175_,22.82
_07824_,22.82
_01156_,22.8
_02797_,22.8
_04755_,22.8
_11092_,22.8
_11838_,22.78
_13701_,22.78
_02380_,22.76
_04858_,22.76
_05156_,22.76
_06870_,22.76
_07934_,22.76
_10921_,22.76
_10337_,22.74
_13461_,22.74
_03595_,22.72
_04462_,22.72
_05195_,22.72
_06064_,22.72
_06559_,22.72
_09833_,22.72
_02379_,22.7
_09343_,22.7
_11245_,22.68
_13508_,22.68
_02070_,22.66
_04749_,22.66
_09355_,22.66
_09829_,22.66
_07040_,22.64
_11168_,22.64
_11369_,22.64
_03952_,22.62
_05172_,22.62
_08910_,22.62
_09924_,22.62
_11243_,22.62
_12500_,22.62
u_s1.delay_line_re\[2\]\[9\],22.605
_01204_,22.6
_14356_,22.6
_02855_,22.58
_06710_,22.58
_07993_,22.58
_08087_,22.58
_08591_,22.58
_01068_,22.56
_01625_,22.56
_04942_,22.56
_05893_,22.56
_07120_,22.56
_12223_,22.56
_04077_,22.54
_13031_,22.54
_14198_,22.54
u_s1.delay_line_im\[2\]\[8\],22.54
_01600_,22.52
_04060_,22.52
_07712_,22.5
_08113_,22.5
_13096_,22.5
_13113_,22.5
_11141_,22.48
_09761_,22.47
_01237_,22.46
_06363_,22.46
_06553_,22.46
_11230_,22.46
_12874_,22.46
_12408_,22.44
_11307_,22.435
_02330_,22.4
_04801_,22.4
_05907_,22.4
_09488_,22.4
_08157_,22.39
_02034_,22.38
_02049_,22.38
_02702_,22.38
_02980_,22.38
_06428_,22.38
_09395_,22.38
_13660_,22.38
_08450_,22.36
_13346_,22.36
_11979_,22.34
_12781_,22.34
_01549_,22.32
_12164_,22.32
_00543_,22.3
_03774_,22.3
_04237_,22.3
_06940_,22.3
_05035_,22.28
_11341_,22.28
u_s4.delay_line_im\[0\]\[0\],22.28
_01493_,22.26
_01821_,22.26
_02820_,22.26
_06167_,22.26
_07915_,22.26
_09061_,22.26
u_s1.delay_line_im\[0\]\[15\],22.26
_01718_,22.24
_05269_,22.24
_07446_,22.24
_11033_,22.24
_03947_,22.235
_09362_,22.22
_12552_,22.22
u_s1.delay_line_im\[2\]\[7\],22.22
_01315_,22.21
_00504_,22.2
_01048_,22.2
_07021_,22.2
_13017_,22.2
_11683_,22.19
_01497_,22.18
_01380_,22.16
_11322_,22.16
_12097_,22.16
u_s1.delay_line_re\[3\]\[12\],22.16
_04613_,22.14
_06810_,22.14
_13339_,22.14
u_s2.delay_line_re\[0\]\[14\],22.1
_03856_,22.08
_05494_,22.08
_05425_,22.06
_10974_,22.06
_03058_,22.04
_03845_,22.04
_05871_,22.04
_10142_,22.04
_03318_,22.02
_05362_,22.02
_06876_,22.02
_03921_,22.015
_02731_,22
_11256_,22
_11590_,21.995
_03742_,21.98
_05906_,21.98
_05879_,21.96
_12991_,21.96
_10065_,21.94
_12971_,21.94
_00998_,21.92
_03040_,21.92
_10181_,21.92
_11361_,21.92
_04452_,21.9
_05182_,21.9
_11438_,21.9
_14326_,21.9
_02839_,21.89
_05169_,21.88
_10645_,21.88
_01928_,21.86
_02194_,21.86
_08112_,21.86
_12299_,21.86
_12309_,21.86
_01686_,21.855
_07650_,21.845
_13781_,21.84
u_s1.delay_line_im\[7\]\[8\],21.84
_03639_,21.83
_02335_,21.82
_04649_,21.82
_09283_,21.82
_03208_,21.8
_06370_,21.8
_07726_,21.8
_08753_,21.8
_11998_,21.79
_12042_,21.78
_04770_,21.77
_02707_,21.76
_03760_,21.76
_06443_,21.76
_10981_,21.76
_13753_,21.74
_06536_,21.72
_07061_,21.72
_04938_,21.7
_05496_,21.7
_05535_,21.7
_13561_,21.7
u_s1.delay_line_re\[1\]\[4\],21.7
_03872_,21.68
_13071_,21.675
_01675_,21.66
_01712_,21.66
_05258_,21.66
_07806_,21.64
_12961_,21.64
_03694_,21.62
_07050_,21.62
_03750_,21.6
_08284_,21.6
_08838_,21.6
_00692_,21.58
_00860_,21.58
_05473_,21.58
_06189_,21.57
_03256_,21.56
_06004_,21.56
_12728_,21.56
_03713_,21.54
_08652_,21.54
_10500_,21.54
_11549_,21.54
_03104_,21.52
_12648_,21.51
_08492_,21.5
_08584_,21.5
_06211_,21.49
_05560_,21.48
net114,21.48
_01366_,21.46
_01541_,21.46
_09036_,21.46
_09847_,21.46
_14127_,21.46
_14191_,21.46
_01803_,21.42
_03695_,21.42
_03748_,21.42
_03955_,21.42
_05700_,21.42
_07643_,21.42
u_s1.delay_line_re\[1\]\[3\],21.42
_01768_,21.4
_03354_,21.4
_06944_,21.4
_09978_,21.4
_13015_,21.4
_01571_,21.38
_06672_,21.38
net86,21.38
_04847_,21.36
_08633_,21.36
_04715_,21.34
_03885_,21.33
_02332_,21.32
_02539_,21.32
_13226_,21.32
_01765_,21.3
_06737_,21.3
_11117_,21.3
_11794_,21.28
_01557_,21.26
_07998_,21.26
_01330_,21.24
_03543_,21.24
_03671_,21.24
_04731_,21.24
_06324_,21.24
_09127_,21.24
_11932_,21.24
_12660_,21.24
_12856_,21.24
_02010_,21.225
_00507_,21.22
_03500_,21.22
_11597_,21.22
_12858_,21.22
_00503_,21.2
_01194_,21.2
_01896_,21.2
_09197_,21.2
_13778_,21.2
u_s1.delay_line_re\[0\]\[0\],21.2
u_s2.delay_line_re\[1\]\[9\],21.2
_02436_,21.18
_04210_,21.18
_07805_,21.18
_12992_,21.16
_01598_,21.14
_02091_,21.14
_03200_,21.14
u_s2.delay_line_re\[2\]\[1\],21.14
_02816_,21.12
_05430_,21.12
_06774_,21.12
_10735_,21.12
_14252_,21.12
_01676_,21.1
_02246_,21.1
_10113_,21.1
_10442_,21.1
_12102_,21.1
_09789_,21.09
_05852_,21.08
_00712_,21.06
_00719_,21.06
_03940_,21.06
_09843_,21.06
_08002_,21.02
_13396_,21.01
_05444_,21
_08767_,21
_11464_,21
_11859_,21
u_s2.delay_line_re\[2\]\[3\],21
_03898_,20.98
_05037_,20.98
_05896_,20.98
_07840_,20.98
_11160_,20.98
_11321_,20.98
_02974_,20.96
_03651_,20.96
_07821_,20.96
_09326_,20.96
_09988_,20.96
_11609_,20.96
_08874_,20.955
_03677_,20.94
u_s2.delay_line_re\[2\]\[14\],20.94
_02503_,20.92
_03468_,20.92
_05920_,20.92
_06574_,20.92
_06720_,20.92
_07256_,20.9
_09219_,20.9
_11518_,20.9
_11682_,20.9
_05273_,20.89
_04006_,20.88
_06609_,20.88
_10243_,20.88
_11931_,20.88
_12434_,20.88
_13204_,20.88
_12933_,20.875
_03371_,20.86
_03453_,20.86
_13006_,20.86
u_s1.delay_line_re\[0\]\[4\],20.86
u_s3.delay_line_re\[0\]\[4\],20.86
_07276_,20.84
_09196_,20.84
_12372_,20.84
_12787_,20.84
_03816_,20.83
_04533_,20.82
_05934_,20.82
_12687_,20.82
_05231_,20.81
_05057_,20.8
_12529_,20.8
_04347_,20.78
_07899_,20.78
_10553_,20.78
_12416_,20.78
_13192_,20.78
_13716_,20.78
_03549_,20.76
_05164_,20.76
_06040_,20.76
_14463_,20.76
_03610_,20.74
_04481_,20.74
_04723_,20.74
_08324_,20.74
_04189_,20.72
_13098_,20.72
_00985_,20.7
_01495_,20.7
_06786_,20.7
_10369_,20.7
_02659_,20.68
_13820_,20.68
_02564_,20.66
_03213_,20.66
_04124_,20.66
_04356_,20.66
_05575_,20.66
_12515_,20.66
_12891_,20.66
_03766_,20.65
_01631_,20.64
_08096_,20.64
_10613_,20.64
_02011_,20.635
_03642_,20.62
_03994_,20.62
_11186_,20.62
_12708_,20.62
_12981_,20.62
_13714_,20.62
_03980_,20.58
_08216_,20.58
_00684_,20.56
_02607_,20.56
_04019_,20.56
_06456_,20.56
_14193_,20.555
_01248_,20.54
_01449_,20.54
_02154_,20.54
_07041_,20.54
_11491_,20.54
_12824_,20.535
_01073_,20.52
_02437_,20.52
_02983_,20.52
_12717_,20.52
_04001_,20.5
_07062_,20.5
_11122_,20.5
_13414_,20.5
_02294_,20.48
_11023_,20.48
_11874_,20.48
_02157_,20.46
_03413_,20.46
_08726_,20.46
_10587_,20.46
_13220_,20.46
_12104_,20.44
_03870_,20.43
_00950_,20.42
_01367_,20.42
_02522_,20.42
_09595_,20.42
_08668_,20.415
_00725_,20.4
_07769_,20.4
_09852_,20.4
_13080_,20.4
_05073_,20.38
_05984_,20.38
_08831_,20.38
_01244_,20.36
_03025_,20.36
_05272_,20.36
_04400_,20.35
_12989_,20.35
_03982_,20.34
_05533_,20.34
_02245_,20.32
_08968_,20.32
_09698_,20.32
_13603_,20.32
_10558_,20.31
_03692_,20.3
_07987_,20.3
_09642_,20.3
_10178_,20.3
_12154_,20.285
_06386_,20.28
_09341_,20.28
_14073_,20.28
_04480_,20.26
_10338_,20.26
_04000_,20.24
_06029_,20.24
_07077_,20.24
_09079_,20.24
_12996_,20.24
_13629_,20.24
u_s1.delay_line_im\[5\]\[5\],20.24
_02851_,20.22
_11269_,20.22
_00628_,20.2
_03044_,20.2
_07148_,20.2
_07428_,20.2
_10738_,20.2
_11415_,20.2
_01775_,20.18
_02197_,20.18
_11286_,20.18
_11399_,20.18
_01970_,20.17
_03294_,20.17
_01143_,20.16
_02812_,20.16
_04876_,20.16
_12100_,20.16
_13729_,20.16
u_s2.delay_line_im\[1\]\[10\],20.16
_07174_,20.14
_06172_,20.12
_08423_,20.12
_11113_,20.12
_02478_,20.1
_11837_,20.1
_02475_,20.09
_02155_,20.08
_03753_,20.08
_04540_,20.08
_05311_,20.08
_08531_,20.08
u_s1.delay_line_re\[4\]\[15\],20.08
_02187_,20.04
_04044_,20.04
_08129_,20.04
_09949_,20.04
_10432_,20.04
u_s1.delay_line_im\[5\]\[1\],20.04
_09256_,20.02
_02285_,20
_02698_,20
_03287_,20
_01180_,19.98
_11964_,19.98
_01723_,19.96
_02463_,19.96
_02918_,19.96
_03820_,19.96
_04195_,19.96
_04704_,19.96
_05229_,19.96
_05754_,19.96
_06109_,19.96
_06360_,19.96
_09071_,19.96
_04249_,19.94
_11365_,19.94
_12045_,19.94
_01393_,19.925
_06161_,19.92
_12709_,19.915
_05525_,19.9
_04315_,19.88
_11861_,19.88
_13093_,19.88
_00730_,19.875
_10989_,19.87
_01852_,19.86
_06053_,19.86
_09796_,19.86
_12061_,19.86
_12610_,19.86
_12655_,19.86
_05213_,19.85
_01899_,19.84
_03653_,19.84
_04380_,19.84
_06288_,19.84
_01318_,19.82
_02242_,19.82
_02313_,19.82
_11538_,19.82
_11826_,19.82
_11492_,19.81
_04300_,19.8
_05431_,19.8
_11991_,19.8
_12776_,19.8
_13003_,19.8
_14497_,19.8
_02160_,19.78
_08546_,19.78
_10323_,19.76
_01454_,19.74
_02734_,19.74
_02740_,19.74
_04670_,19.74
_05518_,19.74
_08770_,19.74
_13885_,19.74
_03924_,19.72
_12096_,19.72
_06551_,19.7
_06719_,19.7
_08393_,19.7
_10573_,19.7
_09955_,19.69
_04059_,19.68
_00874_,19.67
_03405_,19.66
_13839_,19.66
_02994_,19.64
_04199_,19.64
_14118_,19.64
_06219_,19.62
_08372_,19.62
_11007_,19.62
_11740_,19.62
_12680_,19.62
_13585_,19.62
_03950_,19.61
_05910_,19.6
u_s2.delay_line_im\[2\]\[2\],19.6
_08223_,19.58
_11060_,19.58
_11954_,19.58
_12603_,19.56
_08189_,19.54
_05715_,19.52
_08004_,19.52
_10437_,19.52
_10718_,19.52
_12751_,19.52
_01326_,19.5
_13257_,19.5
_02009_,19.495
_04255_,19.49
u_s1.delay_line_im\[2\]\[13\],19.485
_05126_,19.48
_05567_,19.48
_08236_,19.48
_10493_,19.48
_01461_,19.46
_03719_,19.46
_05433_,19.46
_06934_,19.46
_11782_,19.46
_13137_,19.46
_04506_,19.44
_05212_,19.44
_11452_,19.44
_11780_,19.44
_12736_,19.44
_14142_,19.44
_14189_,19.44
_00957_,19.42
_10575_,19.42
_13699_,19.42
_02240_,19.4
_03152_,19.4
_03286_,19.4
_08085_,19.4
_09874_,19.4
_11720_,19.4
_12651_,19.4
_13888_,19.4
u_s1.delay_line_re\[1\]\[12\],19.4
_04538_,19.39
_01033_,19.38
_01063_,19.38
_04200_,19.38
_05501_,19.38
_07445_,19.38
_08102_,19.38
_10046_,19.38
_11157_,19.38
_11695_,19.38
_11956_,19.38
_12178_,19.38
_04554_,19.36
_08436_,19.36
_08747_,19.36
_09747_,19.36
_10511_,19.36
_11072_,19.36
_11664_,19.36
_12969_,19.36
u_s2.delay_line_im\[3\]\[5\],19.36
_02574_,19.34
_02917_,19.34
_04227_,19.34
_12844_,19.34
u_s2.delay_line_im\[2\]\[1\],19.34
_09989_,19.33
_08867_,19.32
_09068_,19.32
_11897_,19.32
_12569_,19.32
_07838_,19.3
_11334_,19.3
_03313_,19.28
_04116_,19.28
_05040_,19.28
_06771_,19.28
_08124_,19.28
_09118_,19.28
_10625_,19.28
_12211_,19.28
_08609_,19.26
u_s1.delay_line_re\[7\]\[0\],19.26
_01188_,19.245
_02811_,19.24
_06446_,19.24
_08380_,19.24
_08489_,19.24
_09502_,19.24
_11121_,19.24
_11129_,19.24
_12227_,19.24
_13259_,19.24
u_s1.delay_line_re\[4\]\[4\],19.24
u_s2.delay_line_im\[3\]\[1\],19.24
_00663_,19.22
_04491_,19.22
_05677_,19.22
_12693_,19.22
_06894_,19.215
_04056_,19.2
_05919_,19.2
_00580_,19.18
_00650_,19.18
_02041_,19.18
_13230_,19.18
u_s1.delay_line_re\[6\]\[0\],19.18
_01298_,19.16
_05661_,19.16
_12526_,19.15
_02353_,19.14
_07776_,19.14
_12459_,19.14
_00533_,19.12
_02251_,19.12
_05235_,19.12
_10399_,19.12
_11006_,19.12
_14436_,19.12
_13184_,19.115
_09605_,19.1
_13024_,19.1
u_s1.delay_line_im\[1\]\[14\],19.1
_02166_,19.08
_04687_,19.08
_06422_,19.08
_06671_,19.08
_09868_,19.08
_10050_,19.08
_12944_,19.08
_03849_,19.07
_10641_,19.07
_01679_,19.06
_02584_,19.06
_06014_,19.06
_06808_,19.06
_13746_,19.06
u_s3.delay_line_re\[1\]\[0\],19.06
_09813_,19.04
_11280_,19.04
_11358_,19.04
u_s1.delay_line_re\[5\]\[3\],19.04
u_s1.delay_line_re\[7\]\[2\],19.04
_03483_,19.02
_08351_,19.02
_01201_,19
_02975_,19
_03832_,19
_05345_,19
_10620_,19
u_s2.delay_line_re\[3\]\[6\],19
_01789_,18.99
_01269_,18.98
_04922_,18.98
_06408_,18.98
_08415_,18.98
_13330_,18.98
_13421_,18.98
_13156_,18.965
_01749_,18.96
_04516_,18.96
_06709_,18.96
_05330_,18.94
_09962_,18.94
_10755_,18.94
u_s3.delay_line_im\[1\]\[2\],18.94
_06469_,18.935
_05375_,18.92
_05706_,18.92
_11558_,18.92
_03962_,18.9
_07905_,18.9
_09226_,18.9
_05763_,18.88
_08486_,18.88
_08976_,18.88
_10267_,18.88
u_s1.delay_line_im\[2\]\[14\],18.865
_02150_,18.86
_04031_,18.86
_04906_,18.86
_08458_,18.86
_11731_,18.86
_13128_,18.86
_04096_,18.84
_02679_,18.82
_04093_,18.82
_09266_,18.82
_03999_,18.8
net85,18.8
_03570_,18.78
_04384_,18.78
_07537_,18.78
_07883_,18.78
_09732_,18.78
_11106_,18.78
clknet_leaf_13_clk,18.78
_04014_,18.76
_11741_,18.76
_12233_,18.75
_07254_,18.74
_12941_,18.74
_01626_,18.7
_06840_,18.7
_09441_,18.7
_09695_,18.7
_03810_,18.68
_11229_,18.68
_10528_,18.675
_00908_,18.67
_00518_,18.66
_08730_,18.66
_10417_,18.66
_13599_,18.66
_03471_,18.64
_03725_,18.64
_11517_,18.64
_11953_,18.64
_08864_,18.63
_03862_,18.625
_03538_,18.62
_12219_,18.62
_13094_,18.62
_01792_,18.6
_02896_,18.6
_03802_,18.6
_06096_,18.6
_00854_,18.58
_01684_,18.58
_02984_,18.58
_11945_,18.58
_08323_,18.575
u_s1.delay_line_re\[2\]\[11\],18.565
_01287_,18.56
_01483_,18.56
_03057_,18.56
_09512_,18.56
_12052_,18.56
u_s1.delay_line_im\[5\]\[4\],18.56
_09475_,18.54
_11625_,18.54
_03583_,18.52
_04900_,18.52
_05319_,18.52
_13624_,18.52
_02928_,18.5
_10218_,18.5
_11728_,18.5
_11847_,18.5
_03697_,18.48
_04878_,18.48
_05160_,18.48
_10601_,18.48
_11088_,18.48
_13510_,18.48
_13895_,18.48
_14329_,18.48
_03553_,18.46
_07732_,18.46
_08462_,18.46
_09941_,18.46
_01371_,18.44
_03584_,18.44
_04182_,18.44
_05365_,18.44
_07322_,18.44
_11036_,18.44
_13673_,18.44
_05012_,18.42
_07775_,18.42
_12099_,18.42
_04398_,18.415
_08986_,18.4
_09444_,18.4
u_s1.delay_line_im\[4\]\[15\],18.4
u_s3.delay_line_im\[1\]\[14\],18.4
_05318_,18.38
_08951_,18.38
_12919_,18.38
_13472_,18.38
u_s1.delay_line_re\[2\]\[3\],18.38
u_s2.delay_line_re\[0\]\[1\],18.38
_03166_,18.36
_04936_,18.36
_05531_,18.36
_09487_,18.36
_11421_,18.36
_03161_,18.35
_04920_,18.35
_00962_,18.34
_02885_,18.34
_12212_,18.34
_06889_,18.335
_00558_,18.32
_01428_,18.32
_03674_,18.32
_12926_,18.32
_13244_,18.32
_02724_,18.3
_05418_,18.3
_05922_,18.3
_06178_,18.3
_08899_,18.3
_11596_,18.3
_14384_,18.3
_01957_,18.27
_04231_,18.26
_10938_,18.26
_12498_,18.26
_13418_,18.26
_13571_,18.26
_00721_,18.24
_03327_,18.24
_03593_,18.24
_08314_,18.24
_12224_,18.24
_12318_,18.24
_01119_,18.23
_01317_,18.22
_04673_,18.22
_05373_,18.22
_07005_,18.22
u_s1.delay_line_im\[7\]\[5\],18.22
_04183_,18.2
_04860_,18.2
_07495_,18.2
_08646_,18.2
_00670_,18.18
_04940_,18.18
_05139_,18.18
_10677_,18.18
_03097_,18.16
_05513_,18.16
_11416_,18.16
_12221_,18.16
_13584_,18.16
_02058_,18.14
_02501_,18.14
_06885_,18.14
_08325_,18.14
_12727_,18.14
u_s1.delay_line_im\[1\]\[2\],18.125
_01605_,18.12
_01971_,18.12
_04214_,18.12
_06256_,18.12
_13140_,18.12
_13294_,18.12
_09059_,18.11
_06462_,18.1
_09602_,18.1
_13573_,18.1
_14310_,18.1
_00696_,18.08
_02177_,18.08
_04853_,18.08
_07247_,18.08
_09554_,18.08
_02357_,18.07
_03679_,18.06
_03851_,18.06
_07735_,18.06
_08062_,18.04
_08678_,18.04
_11550_,18.04
_13082_,18.04
_05301_,18.02
_08276_,18.02
_10117_,18.02
_11028_,18.02
_12056_,18.02
_12159_,18.02
_00977_,18
_04569_,18
_04669_,18
_08280_,18
_08289_,18
_08318_,18
_10966_,18
u_s2.delay_line_re\[3\]\[9\],18
_02672_,17.98
_04965_,17.98
_05616_,17.98
_06764_,17.98
_10096_,17.98
u_s1.delay_line_im\[1\]\[6\],17.98
_01223_,17.96
_05599_,17.96
_10488_,17.96
_10585_,17.96
u_s1.delay_line_im\[2\]\[9\],17.96
u_s2.delay_line_im\[3\]\[10\],17.96
u_s2.delay_line_re\[3\]\[4\],17.96
_09999_,17.955
_07302_,17.94
_10739_,17.94
_11760_,17.94
u_s1.delay_line_re\[3\]\[5\],17.94
_04551_,17.93
_01774_,17.92
_05074_,17.92
_08073_,17.92
_12925_,17.92
_03743_,17.91
_00653_,17.9
_01312_,17.9
_06376_,17.9
_07101_,17.9
_08072_,17.9
_10840_,17.9
_11235_,17.9
_12103_,17.9
u_s1.delay_line_im\[7\]\[4\],17.9
_03377_,17.895
_02376_,17.88
_02958_,17.88
_04748_,17.88
_11428_,17.88
_03481_,17.86
_06750_,17.86
_12737_,17.86
u_s1.delay_line_re\[1\]\[10\],17.86
_13837_,17.855
_06198_,17.84
_13107_,17.84
u_s2.delay_line_re\[3\]\[11\],17.84
u_s3.delay_line_im\[0\]\[0\],17.84
_02884_,17.82
_04389_,17.82
_07261_,17.82
_07591_,17.82
_10154_,17.82
_13733_,17.82
u_s4.delay_line_re\[0\]\[15\],17.82
_07910_,17.8
_08179_,17.8
_04969_,17.78
_12065_,17.78
u_s1.delay_line_im\[4\]\[3\],17.78
_08099_,17.76
_11276_,17.76
_00565_,17.74
_07199_,17.74
_13180_,17.74
_13429_,17.74
u_s1.delay_line_im\[2\]\[3\],17.74
u_s1.delay_line_im\[7\]\[14\],17.74
_11647_,17.73
_00660_,17.7
_08425_,17.7
_10318_,17.69
_12550_,17.68
_13347_,17.68
u_s3.delay_line_im\[0\]\[4\],17.68
_05088_,17.67
_12385_,17.665
_06226_,17.66
_06798_,17.66
_11965_,17.66
_01069_,17.64
_05342_,17.64
_05371_,17.64
_08547_,17.64
_12587_,17.64
u_s1.delay_line_im\[2\]\[10\],17.625
u_s1.delay_line_re\[2\]\[8\],17.625
_03809_,17.62
_07617_,17.62
_10980_,17.615
_00654_,17.6
_04402_,17.6
_06022_,17.6
u_s1.delay_line_im\[0\]\[7\],17.6
_10051_,17.595
_04573_,17.58
_06648_,17.58
_10716_,17.58
_03989_,17.56
_04827_,17.56
_06293_,17.56
_07974_,17.56
_09578_,17.56
