net,length_um
_11924_,15.26
_11986_,15.26
_12342_,15.26
u_s1.delay_line_re\[5\]\[15\],15.26
_03930_,15.24
_05144_,15.24
_10670_,15.24
_13633_,15.24
_01018_,15.235
_08088_,15.22
_08497_,15.22
_09032_,15.22
_09239_,15.22
_10425_,15.22
_13092_,15.22
u_s2.delay_line_im\[3\]\[7\],15.22
net121,15.22
_00644_,15.18
_01603_,15.18
_02469_,15.18
_03887_,15.18
_05585_,15.18
_09221_,15.18
_10933_,15.18
_12275_,15.18
_01307_,15.15
_13359_,15.15
_02063_,15.14
_03103_,15.14
_03404_,15.14
_03984_,15.14
_04780_,15.14
_05495_,15.14
_07827_,15.14
_08074_,15.14
_08143_,15.14
_08666_,15.14
_11283_,15.14
_13473_,15.14
u_s1.delay_line_re\[0\]\[13\],15.14
_04211_,15.12
_04485_,15.12
_02430_,15.1
_03334_,15.1
_04157_,15.1
_06692_,15.1
_09378_,15.1
_10906_,15.1
_11182_,15.1
_11781_,15.1
_13039_,15.1
_13882_,15.095
_05087_,15.09
_12982_,15.09
_08319_,15.08
_09174_,15.08
_04647_,15.07
_03897_,15.06
_07069_,15.06
_07138_,15.06
_12950_,15.06
_04088_,15.04
_05293_,15.04
_11567_,15.04
_13009_,15.04
u_s1.delay_line_re\[0\]\[15\],15.04
u_s2.delay_line_re\[1\]\[2\],15.04
_00681_,15.02
_00845_,15.02
_01191_,15.02
_02904_,15.02
_05048_,15.02
_06847_,15.02
_09214_,15.02
_09643_,15.02
_11191_,15.02
_12240_,15.02
u_s2.delay_line_re\[1\]\[13\],15.02
_00905_,15
_06770_,15
_07841_,15
_08357_,15
_12983_,15
u_s3.delay_line_re\[0\]\[14\],15
_02227_,14.98
_07965_,14.98
_08961_,14.98
_05884_,14.97
_04150_,14.96
_06433_,14.96
_13721_,14.96
_06758_,14.95
_13693_,14.95
_00615_,14.94
_01565_,14.94
_04332_,14.94
_12428_,14.94
_13652_,14.94
_11051_,14.935
_01582_,14.92
_03454_,14.92
_10350_,14.92
_10643_,14.92
_00720_,14.9
_03672_,14.9
_03901_,14.9
_06637_,14.9
_09237_,14.9
_13542_,14.895
_00243_,14.885
_00015_,14.88
_02207_,14.88
_07104_,14.88
_11484_,14.88
_12190_,14.88
_12647_,14.88
_12868_,14.88
_13154_,14.88
_13583_,14.88
_13742_,14.88
u_s1.delay_line_re\[3\]\[9\],14.88
_04115_,14.86
_06828_,14.86
_10707_,14.86
_12570_,14.86
u_s2.delay_line_re\[0\]\[0\],14.86
_12370_,14.85
_00863_,14.84
_01999_,14.84
_14418_,14.84
u_s1.delay_line_re\[6\]\[13\],14.84
_09138_,14.82
_02411_,14.8
_02654_,14.8
_02971_,14.8
_03844_,14.8
_04057_,14.8
_04349_,14.8
_06358_,14.8
_11153_,14.8
_12420_,14.8
_12799_,14.8
_13687_,14.8
_04071_,14.78
_08772_,14.78
_08911_,14.78
_10393_,14.78
_11766_,14.78
_02798_,14.76
_04026_,14.76
_06997_,14.76
_07217_,14.76
_07874_,14.76
_09839_,14.76
_11221_,14.76
_13792_,14.76
_13851_,14.76
u_s2.delay_line_im\[3\]\[6\],14.76
_00717_,14.755
_00741_,14.74
_02849_,14.74
_04016_,14.74
_04892_,14.74
u_s2.delay_line_re\[0\]\[5\],14.74
_01629_,14.72
_05206_,14.72
_05406_,14.72
_05498_,14.72
u_s2.delay_line_re\[3\]\[12\],14.72
u_s2.delay_line_re\[3\]\[1\],14.72
_01641_,14.7
_03150_,14.7
_03636_,14.7
_06007_,14.7
_01944_,14.68
_02082_,14.68
_05708_,14.68
_08433_,14.68
_09375_,14.68
_10025_,14.68
_10571_,14.68
clknet_leaf_14_clk,14.68
_10362_,14.66
_11771_,14.66
_11939_,14.66
_12339_,14.66
_00640_,14.64
_01479_,14.64
_01504_,14.64
_01895_,14.64
_04132_,14.64
_06618_,14.64
_08711_,14.64
u_s4.phase_counter\[1\],14.64
_09862_,14.62
u_s1.delay_line_im\[5\]\[9\],14.62
_01861_,14.6
_05477_,14.6
_07758_,14.6
_12234_,14.6
_13607_,14.6
_06148_,14.58
_06268_,14.58
_12134_,14.58
_00931_,14.56
_01940_,14.56
_04950_,14.56
_08251_,14.56
_13789_,14.56
u_s1.delay_line_im\[6\]\[10\],14.56
u_s2.delay_line_im\[3\]\[14\],14.56
_01634_,14.55
_03502_,14.55
_02288_,14.54
_02675_,14.54
_05016_,14.54
_05260_,14.54
_06921_,14.54
_12767_,14.54
_06860_,14.535
_11757_,14.535
_06142_,14.52
_07849_,14.52
_08148_,14.52
_09446_,14.52
_10474_,14.52
_13235_,14.52
_03934_,14.5
_04246_,14.5
_10502_,14.5
_12369_,14.5
_09190_,14.49
_02448_,14.48
_02460_,14.48
_02741_,14.48
_03348_,14.48
_03971_,14.48
_04490_,14.48
out_im[6],14.48
_00862_,14.46
_04604_,14.46
_05264_,14.46
_05281_,14.46
_08234_,14.46
_09119_,14.46
_11671_,14.46
_12773_,14.46
_12954_,14.46
_02060_,14.44
_02753_,14.44
_04526_,14.44
_05358_,14.44
_05685_,14.44
_08697_,14.44
_09837_,14.44
_12393_,14.44
_13489_,14.44
_02687_,14.42
_05367_,14.42
_06368_,14.42
_06728_,14.42
_09662_,14.42
_11672_,14.42
_02887_,14.4
_12031_,14.38
_12990_,14.38
_03304_,14.36
_08291_,14.36
_10110_,14.36
_14451_,14.36
_02328_,14.34
_06814_,14.34
_09166_,14.34
_09269_,14.34
_10669_,14.34
_11673_,14.34
_07942_,14.325
_02073_,14.32
u_s3.delay_line_re\[1\]\[2\],14.32
_00969_,14.31
_02476_,14.3
_02669_,14.3
_04048_,14.3
_06589_,14.3
_08150_,14.3
_08969_,14.3
_10272_,14.3
_10536_,14.3
_11454_,14.3
_12530_,14.3
_12806_,14.3
u_s2.delay_line_re\[2\]\[15\],14.3
_08381_,14.28
_12338_,14.28
_03841_,14.26
_04594_,14.26
_07703_,14.26
_10246_,14.26
_04478_,14.24
_05571_,14.24
_08407_,14.24
_00666_,14.22
_00955_,14.22
_02747_,14.22
_03614_,14.22
_03944_,14.22
_03970_,14.22
_07100_,14.22
_10148_,14.22
_13129_,14.22
u_s1.delay_line_re\[2\]\[10\],14.205
_01187_,14.2
_01771_,14.2
_05948_,14.2
_11677_,14.2
u_s2.delay_line_re\[3\]\[10\],14.2
_07585_,14.18
_08440_,14.18
_08575_,14.18
_13394_,14.18
_01104_,14.16
_01646_,14.16
_05010_,14.16
_08610_,14.16
_10935_,14.16
_11097_,14.16
_14215_,14.16
_04928_,14.15
u_s2.delay_line_im\[0\]\[1\],14.15
_02966_,14.14
_04445_,14.14
_04657_,14.14
_05491_,14.14
_08746_,14.14
_10255_,14.14
_11591_,14.14
_12535_,14.14
_03117_,14.12
_05404_,14.12
_11427_,14.12
_00867_,14.1
_00942_,14.1
_00980_,14.1
_01270_,14.1
_02790_,14.1
_03306_,14.1
_03959_,14.1
_04079_,14.1
_05055_,14.1
_06387_,14.1
_10577_,14.1
_11642_,14.1
_11834_,14.1
_03907_,14.08
_05184_,14.08
_10316_,14.08
_12387_,14.08
_12733_,14.08
_13123_,14.08
_00616_,14.06
_00680_,14.06
_04645_,14.06
_11505_,14.06
_07701_,14.05
_09509_,14.05
_11046_,14.04
_00700_,14.03
_03406_,14.02
_07918_,14.02
_11440_,14.02
u_s1.delay_line_im\[1\]\[8\],14.02
_05307_,14
_05524_,14
_06008_,14
_06312_,14
_06822_,14
_12853_,14
_13260_,14
_01830_,13.98
_04521_,13.98
_05448_,13.98
_13856_,13.98
_14318_,13.98
u_s2.delay_line_im\[1\]\[6\],13.98
u_s3.delay_line_re\[0\]\[5\],13.98
_03390_,13.96
_06857_,13.96
_09652_,13.96
_10689_,13.96
_11990_,13.96
_13860_,13.96
_01837_,13.94
_03031_,13.94
_11031_,13.94
_12073_,13.94
_00901_,13.92
_04959_,13.92
_07683_,13.92
_12167_,13.92
net140,13.92
in_im[15],13.91
_12230_,13.905
_00777_,13.9
_04776_,13.9
_06302_,13.9
_09629_,13.9
_12228_,13.9
_01386_,13.88
_02148_,13.88
_03814_,13.88
_04795_,13.88
_05242_,13.88
_07471_,13.88
_09360_,13.88
_09489_,13.88
_09873_,13.88
_10361_,13.88
_12062_,13.88
_12262_,13.88
_12514_,13.88
_12650_,13.88
u_s2.delay_line_im\[0\]\[9\],13.88
_01920_,13.86
_03085_,13.86
_03615_,13.86
_03805_,13.86
_04798_,13.86
_05262_,13.86
_08601_,13.86
_02020_,13.84
_02284_,13.84
_02402_,13.84
_04141_,13.84
_04585_,13.84
_06920_,13.84
_07374_,13.84
_09439_,13.84
_11050_,13.84
_11842_,13.84
_13289_,13.84
_13713_,13.84
_01838_,13.83
_05437_,13.82
_08707_,13.8
_11572_,13.8
_13125_,13.8
_13267_,13.8
_08658_,13.79
_01283_,13.78
_03340_,13.78
_04784_,13.78
_06084_,13.78
_08077_,13.78
_12775_,13.78
_13878_,13.78
u_s3.delay_line_im\[1\]\[0\],13.78
_11326_,13.775
_01062_,13.76
_05198_,13.76
_06439_,13.76
_08122_,13.76
_08691_,13.76
_10220_,13.76
_10572_,13.76
_11541_,13.76
_12947_,13.76
_13349_,13.76
_13769_,13.76
_13883_,13.76
_05046_,13.75
_07882_,13.75
_02156_,13.74
_10269_,13.74
_13439_,13.74
u_s2.delay_line_im\[0\]\[15\],13.74
_01164_,13.72
_02847_,13.72
_04545_,13.72
_05243_,13.72
_05608_,13.72
_08126_,13.72
_11426_,13.72
_03367_,13.7
_11403_,13.7
_09387_,13.69
_04608_,13.68
_07156_,13.68
_08724_,13.68
_09192_,13.68
_11981_,13.68
_03511_,13.66
_06741_,13.66
_09433_,13.66
_12458_,13.66
u_s2.delay_line_re\[2\]\[2\],13.66
u_s3.delay_line_re\[0\]\[8\],13.66
_11515_,13.655
_10615_,13.645
_04041_,13.64
_05890_,13.64
_06391_,13.64
_09621_,13.64
_09976_,13.64
_11381_,13.64
_12577_,13.64
_13763_,13.64
u_s3.delay_line_im\[0\]\[1\],13.64
u_s3.delay_line_im\[1\]\[4\],13.64
_01636_,13.62
_02858_,13.62
_04133_,13.62
_04220_,13.62
_13360_,13.62
_04979_,13.61
_01304_,13.6
_04668_,13.6
_04946_,13.6
_07850_,13.6
_08147_,13.6
_09294_,13.6
_10040_,13.6
_12071_,13.6
_13405_,13.6
_13719_,13.6
_00744_,13.58
_03399_,13.58
_10089_,13.58
_11355_,13.58
_11498_,13.58
_12283_,13.58
_04862_,13.56
_05611_,13.56
_07083_,13.56
_12748_,13.56
_01669_,13.54
_02016_,13.54
_02677_,13.54
_03094_,13.54
_04084_,13.54
_04140_,13.54
_09206_,13.54
_11707_,13.54
_13210_,13.54
u_s2.delay_line_re\[2\]\[11\],13.54
_00659_,13.52
_02641_,13.52
_05134_,13.52
_11547_,13.52
_14311_,13.52
_00872_,13.51
_00865_,13.5
_02830_,13.5
_03503_,13.5
_04984_,13.5
_11632_,13.5
_12280_,13.5
_12333_,13.5
_14294_,13.5
u_s3.delay_line_im\[0\]\[15\],13.5
_01154_,13.48
_08232_,13.48
_14157_,13.48
_00861_,13.475
_00941_,13.47
_00769_,13.46
_01348_,13.46
_04228_,13.46
_05271_,13.46
_11811_,13.46
u_s2.delay_line_im\[1\]\[14\],13.46
u_s2.delay_line_re\[2\]\[6\],13.46
_10626_,13.45
_02986_,13.44
_08360_,13.44
_09044_,13.44
_10333_,13.44
_11602_,13.44
_11970_,13.44
_13671_,13.44
_12075_,13.43
_00951_,13.42
_01189_,13.42
_02886_,13.42
u_s2.delay_line_re\[3\]\[8\],13.42
_01057_,13.4
_04856_,13.4
_09980_,13.4
_12605_,13.4
_00834_,13.38
_01926_,13.38
_02910_,13.38
_07795_,13.38
_08410_,13.38
_10308_,13.38
_11055_,13.38
_14265_,13.38
_00902_,13.36
_01975_,13.36
_03095_,13.36
_03933_,13.36
_07127_,13.36
_07216_,13.36
_01138_,13.34
_02306_,13.34
_02785_,13.32
_09006_,13.32
_12403_,13.32
_13087_,13.32
_13368_,13.32
_05644_,13.31
_02748_,13.3
_03115_,13.3
_03410_,13.3
_05413_,13.3
_06025_,13.3
_08598_,13.3
_09200_,13.3
_11208_,13.3
_01841_,13.28
_02170_,13.28
_05523_,13.28
_05592_,13.28
_05995_,13.28
_08168_,13.28
u_s2.delay_line_re\[1\]\[7\],13.28
u_s3.delay_line_im\[0\]\[7\],13.28
_00538_,13.26
_02769_,13.26
_05735_,13.26
_06636_,13.26
_07734_,13.26
_08220_,13.26
_11846_,13.26
_12142_,13.26
_14185_,13.26
_02689_,13.24
_09864_,13.24
u_s2.delay_line_im\[1\]\[11\],13.24
u_s2.delay_line_re\[3\]\[7\],13.24
_00378_,13.22
_05173_,13.22
_05256_,13.22
_07019_,13.22
_11525_,13.22
_11544_,13.22
net104,13.22
_00910_,13.2
_03638_,13.2
_06000_,13.2
_06772_,13.2
_00600_,13.18
_01351_,13.18
_02065_,13.18
_02439_,13.18
_03762_,13.18
_04122_,13.18
_05368_,13.18
_07733_,13.18
_07943_,13.18
_08107_,13.18
_09273_,13.18
_11519_,13.18
_11739_,13.18
_12003_,13.18
_12046_,13.18
_14102_,13.18
_11225_,13.16
_11669_,13.16
_12242_,13.16
_02087_,13.14
_03926_,13.14
_07241_,13.14
_07497_,13.14
_07791_,13.14
_08479_,13.14
_13494_,13.14
u_s2.delay_line_re\[1\]\[15\],13.14
_04215_,13.125
_03508_,13.12
_13669_,13.12
u_s1.delay_line_re\[5\]\[4\],13.12
_02007_,13.1
_03624_,13.1
_03883_,13.1
_07232_,13.1
_08460_,13.1
_10219_,13.1
_11497_,13.1
_12664_,13.1
_12749_,13.1
_12817_,13.1
u_s1.delay_line_im\[5\]\[6\],13.1
_12147_,13.095
_03693_,13.09
_01958_,13.08
_02337_,13.08
_02722_,13.08
_02934_,13.08
_03968_,13.08
_05282_,13.08
_05485_,13.08
_05613_,13.08
_09972_,13.08
_12555_,13.08
_13475_,13.08
u_s2.delay_line_im\[2\]\[15\],13.08
u_s2.delay_line_re\[3\]\[5\],13.08
u_s3.delay_line_re\[0\]\[9\],13.08
_06796_,13.06
_10329_,13.06
_11443_,13.06
_12151_,13.06
_12753_,13.06
_12995_,13.06
_00866_,13.04
_01727_,13.04
_04011_,13.04
_05453_,13.04
_06455_,13.04
_06740_,13.04
_08653_,13.04
_09500_,13.04
_10623_,13.04
_13552_,13.04
u_s1.delay_line_im\[6\]\[6\],13.04
_03963_,13.03
_02445_,13.02
_03765_,13.02
_10193_,13.02
_02307_,13
_02391_,13
_03183_,13
_03407_,13
_04025_,13
_04208_,13
_12522_,13
_13591_,13
_13923_,13
_05099_,12.98
_09508_,12.98
_09534_,12.98
_11736_,12.98
_00624_,12.96
_00786_,12.96
_01015_,12.96
_02893_,12.96
_04374_,12.96
_04999_,12.96
_05895_,12.96
_07407_,12.96
_09070_,12.96
_10273_,12.96
_10764_,12.96
_11665_,12.96
_11884_,12.96
_12419_,12.96
_13211_,12.96
_12059_,12.95
_06704_,12.94
_07938_,12.94
_10312_,12.94
_10765_,12.94
_02591_,12.92
_04309_,12.92
_04385_,12.92
_08914_,12.92
_11648_,12.92
_11681_,12.92
_12130_,12.9
_13046_,12.9
_14237_,12.9
_13162_,12.89
_02991_,12.88
_04063_,12.88
_05083_,12.88
_05295_,12.88
_11495_,12.88
_11727_,12.88
_13685_,12.88
_02688_,12.86
_02774_,12.86
_04457_,12.86
u_s2.delay_line_re\[0\]\[8\],12.86
_11075_,12.855
_00873_,12.84
_01192_,12.84
_03046_,12.84
_03894_,12.84
_05503_,12.84
_07000_,12.84
_08402_,12.84
_09156_,12.84
_11691_,12.84
_13136_,12.84
_04010_,12.82
_09193_,12.815
_07087_,12.8
_07747_,12.8
_12109_,12.8
u_s2.delay_line_re\[3\]\[13\],12.8
_04318_,12.795
_06185_,12.78
_08219_,12.78
_12347_,12.78
_13680_,12.78
u_s1.delay_line_re\[5\]\[13\],12.78
u_s2.delay_line_re\[0\]\[9\],12.78
u_s3.delay_line_im\[0\]\[9\],12.78
_03910_,12.77
_08461_,12.77
_02139_,12.76
_03935_,12.76
_08243_,12.76
_08490_,12.76
_12455_,12.76
_13056_,12.76
_13378_,12.76
_09750_,12.74
_02304_,12.73
_03826_,12.73
_01193_,12.72
_06361_,12.72
_06841_,12.72
_11308_,12.72
_11395_,12.72
_11444_,12.72
_12632_,12.72
_12701_,12.72
_13513_,12.72
in_re[7],12.72
_07792_,12.71
_00561_,12.7
_04320_,12.7
_04677_,12.7
_13250_,12.7
_13653_,12.7
_12584_,12.695
_02667_,12.68
_05100_,12.68
_08679_,12.68
_10470_,12.68
_12127_,12.68
_13709_,12.68
u_s1.delay_line_im\[6\]\[11\],12.68
_01755_,12.66
_02106_,12.66
_04314_,12.66
_05263_,12.66
_06575_,12.66
_09268_,12.66
_09660_,12.66
_10698_,12.66
_13758_,12.66
_04156_,12.64
_07562_,12.64
_07856_,12.64
_08187_,12.64
_11339_,12.64
_11527_,12.64
_11579_,12.64
_13708_,12.64
u_s1.delay_line_im\[6\]\[3\],12.64
_00995_,12.625
_02296_,12.62
_02587_,12.62
_05505_,12.62
_05726_,12.62
_06056_,12.62
_09312_,12.62
_09622_,12.62
_11746_,12.62
_11789_,12.62
_12558_,12.62
_12955_,12.62
_13002_,12.62
_11589_,12.615
_08991_,12.61
_00943_,12.6
_01456_,12.6
_09367_,12.6
_11038_,12.6
_12377_,12.6
_14141_,12.6
u_s2.delay_line_re\[1\]\[12\],12.6
_02017_,12.59
_03726_,12.59
_03135_,12.58
_03250_,12.58
_05004_,12.58
_06696_,12.58
_08132_,12.58
_09251_,12.58
_09262_,12.58
_10236_,12.58
_12591_,12.58
_13055_,12.58
_13063_,12.58
_13441_,12.58
u_s1.delay_line_re\[0\]\[12\],12.58
_04923_,12.575
_03676_,12.56
_06581_,12.56
_07114_,12.56
_10918_,12.56
_00788_,12.54
_02378_,12.54
_02467_,12.54
_02708_,12.54
_05038_,12.54
_07192_,12.54
_09926_,12.54
_12141_,12.54
_13072_,12.54
_13089_,12.54
_00515_,12.52
_08245_,12.52
_09171_,12.52
_00566_,12.5
_00965_,12.5
_01082_,12.5
_01747_,12.5
_03567_,12.5
_04407_,12.5
_04593_,12.5
_05901_,12.5
_06925_,12.5
_07259_,12.5
_08558_,12.5
_08618_,12.5
_08923_,12.5
_08943_,12.5
_09295_,12.5
_09307_,12.5
_10298_,12.5
_10429_,12.5
_12206_,12.5
_09097_,12.49
_00964_,12.48
_03992_,12.48
_04738_,12.48
_06676_,12.48
_07342_,12.48
_07897_,12.48
u_s1.delay_line_im\[0\]\[14\],12.48
_12392_,12.47
_00508_,12.46
_00693_,12.46
_06068_,12.46
_09604_,12.46
_11115_,12.46
_11249_,12.46
_11394_,12.46
_11662_,12.46
_12087_,12.46
_12380_,12.46
_12601_,12.46
_12828_,12.46
u_s1.delay_line_re\[5\]\[12\],12.455
_03902_,12.44
_12509_,12.44
u_s1.delay_line_re\[1\]\[5\],12.44
_03562_,12.42
_03687_,12.42
_03996_,12.42
_10146_,12.42
rst_n,12.41
_04799_,12.4
_08870_,12.4
_12429_,12.4
_12999_,12.4
_01211_,12.38
_04148_,12.38
_07944_,12.38
_09948_,12.38
_11856_,12.38
_13501_,12.38
_00791_,12.36
_03504_,12.36
_05680_,12.36
u_s2.delay_line_re\[2\]\[9\],12.36
_00783_,12.34
_01179_,12.34
_04081_,12.34
_08427_,12.34
_10378_,12.34
_11755_,12.34
_12035_,12.34
_14125_,12.34
_00792_,12.32
u_s1.delay_line_im\[7\]\[3\],12.32
_12186_,12.31
_01671_,12.3
_02159_,12.3
_03091_,12.3
_06043_,12.3
_06916_,12.3
_06931_,12.3
_08587_,12.3
_09344_,12.3
_12343_,12.3
_14440_,12.3
_00764_,12.28
_01632_,12.28
_03664_,12.28
_05135_,12.28
_07945_,12.28
_09721_,12.28
u_s1.delay_line_re\[7\]\[4\],12.28
_01190_,12.27
_02413_,12.26
_03038_,12.26
_04224_,12.26
_04440_,12.26
_07997_,12.26
_09699_,12.26
_13534_,12.26
_01915_,12.24
_02973_,12.24
_05398_,12.24
_07287_,12.24
_08488_,12.24
_09271_,12.24
_11146_,12.24
_12268_,12.24
_13038_,12.24
_13342_,12.24
_13486_,12.24
u_s3.delay_line_re\[1\]\[6\],12.24
_03727_,12.235
_12573_,12.23
_11030_,12.225
_00868_,12.22
_04222_,12.22
_05102_,12.22
_08094_,12.22
_12247_,12.22
_14470_,12.22
_03702_,12.21
_04830_,12.2
_05504_,12.2
_08560_,12.2
_09710_,12.2
_13609_,12.2
_00568_,12.18
_02876_,12.18
_02965_,12.18
_04172_,12.18
_06134_,12.18
_06607_,12.18
_08900_,12.18
_10936_,12.18
_13601_,12.18
_00537_,12.16
_03606_,12.16
_04206_,12.16
_04236_,12.16
_12427_,12.16
_12790_,12.16
_00620_,12.14
_01490_,12.14
_03113_,12.14
_05370_,12.14
_07857_,12.14
_08058_,12.14
_09317_,12.14
_00732_,12.12
_02523_,12.12
_02924_,12.12
_03065_,12.12
_03579_,12.12
_03785_,12.12
_11935_,12.12
_14238_,12.12
u_s2.delay_line_re\[0\]\[11\],12.12
_00858_,12.1
_01959_,12.1
_03295_,12.1
_04422_,12.1
_09109_,12.1
_09252_,12.1
_12452_,12.1
_00393_,12.085
_08589_,12.08
_09346_,12.08
_10008_,12.08
_10600_,12.08
_12373_,12.08
_12527_,12.08
_13512_,12.08
_09757_,12.06
_12187_,12.06
_12668_,12.06
_13151_,12.06
_02905_,12.04
_04865_,12.04
_04885_,12.04
_05994_,12.04
_06458_,12.04
_06901_,12.04
_07766_,12.04
_09594_,12.04
_09758_,12.04
_10383_,12.04
_11188_,12.04
_12801_,12.04
_13462_,12.04
_13589_,12.04
_14146_,12.04
u_s1.delay_line_im\[7\]\[10\],12.04
u_s3.delay_line_im\[0\]\[12\],12.04
_00550_,12.02
_01574_,12.02
_02035_,12.02
_02146_,12.02
_03060_,12.02
_10239_,12.02
_11748_,12.02
_12125_,12.02
_03942_,12.01
_00611_,12
_04985_,12
_09024_,12
_10003_,12
_10023_,12
_12121_,12
_12269_,12
_13437_,12
u_s1.delay_line_im\[4\]\[9\],12
_01827_,11.99
_02676_,11.98
_04017_,11.98
_10132_,11.98
_11313_,11.98
_14195_,11.98
_01484_,11.96
_02008_,11.96
_02691_,11.96
_06331_,11.96
_08820_,11.96
_09302_,11.96
_13694_,11.96
_04074_,11.955
_02914_,11.95
_01880_,11.94
_04302_,11.94
_07488_,11.94
_11899_,11.94
u_s2.delay_line_re\[0\]\[12\],11.94
_02899_,11.93
_04941_,11.93
_05566_,11.93
_01584_,11.92
_02270_,11.92
_03561_,11.92
_06649_,11.92
_07249_,11.92
_08233_,11.92
_11397_,11.92
_11972_,11.92
_12453_,11.92
_13407_,11.92
net78,11.92
_04145_,11.91
_00379_,11.9
_02121_,11.9
_08182_,11.9
_09018_,11.9
_11652_,11.9
u_s2.delay_line_re\[1\]\[10\],11.9
_01809_,11.88
_01941_,11.88
_03604_,11.88
_04161_,11.88
_10928_,11.88
_11251_,11.88
_11845_,11.88
u_s1.delay_line_re\[6\]\[10\],11.88
_02843_,11.86
_11978_,11.86
_00605_,11.84
_03458_,11.84
_05407_,11.84
_06319_,11.84
_06851_,11.84
_10668_,11.84
_12276_,11.84
_12678_,11.84
_02737_,11.82
_03022_,11.82
_04112_,11.82
_06035_,11.82
_07451_,11.82
u_s1.delay_line_re\[2\]\[7\],11.82
_02610_,11.815
_08405_,11.815
_02360_,11.8
_03124_,11.8
_03153_,11.8
_04130_,11.8
_04361_,11.8
_08413_,11.8
_08789_,11.8
_14502_,11.8
_04393_,11.78
_06396_,11.78
_06974_,11.78
_09008_,11.78
_09189_,11.78
_09260_,11.78
_10539_,11.78
_11039_,11.78
_11594_,11.78
_12998_,11.78
_13670_,11.78
_08408_,11.775
_01640_,11.76
_01948_,11.76
_02644_,11.76
_04085_,11.76
_07344_,11.76
_08480_,11.76
_10111_,11.76
net89,11.76
_03363_,11.74
_03557_,11.74
_03632_,11.74
_04283_,11.74
_08208_,11.74
_09400_,11.74
_11711_,11.74
_02901_,11.72
_03197_,11.72
_03600_,11.72
_04802_,11.72
_05469_,11.72
_09365_,11.72
_11418_,11.72
_11430_,11.72
_11718_,11.72
_14459_,11.72
_11215_,11.715
_11873_,11.71
_03917_,11.7
_04176_,11.7
_04794_,11.7
_06013_,11.7
_06969_,11.7
_10608_,11.7
_10977_,11.7
_12814_,11.7
_12857_,11.7
_12921_,11.7
_13548_,11.7
_13757_,11.7
_03099_,11.68
_03109_,11.68
_04212_,11.68
_05067_,11.68
_05634_,11.68
_10217_,11.68
_10328_,11.68
_14077_,11.68
_03369_,11.66
_04789_,11.66
_05114_,11.66
_06659_,11.66
_07447_,11.66
_08327_,11.66
_10153_,11.66
_10185_,11.66
_12146_,11.66
_12893_,11.66
_13453_,11.66
_13605_,11.66
u_s1.delay_line_re\[0\]\[10\],11.66
_08643_,11.64
_10016_,11.64
_10256_,11.64
_10722_,11.64
_12763_,11.635
_03732_,11.625
_02212_,11.62
_02711_,11.62
_03846_,11.62
_07043_,11.62
_07234_,11.62
_07835_,11.62
_09388_,11.62
_10517_,11.62
_11419_,11.62
_11424_,11.62
_12457_,11.62
_13443_,11.62
_14031_,11.62
_14099_,11.62
_12101_,11.61
_00598_,11.6
_00800_,11.6
_00803_,11.6
_01766_,11.6
_04591_,11.6
_06328_,11.6
_10793_,11.6
u_s2.delay_line_re\[2\]\[0\],11.6
_08264_,11.59
_03289_,11.58
_03308_,11.58
_03360_,11.58
_05095_,11.58
_05441_,11.58
_06606_,11.58
_06638_,11.58
_07075_,11.58
_07243_,11.58
_08225_,11.58
_08970_,11.58
_09608_,11.58
_11601_,11.58
_11941_,11.58
_12098_,11.58
_13604_,11.58
_13675_,11.58
u_s1.delay_line_re\[4\]\[3\],11.58
_08713_,11.56
_13428_,11.56
_01759_,11.54
_04149_,11.54
_04340_,11.54
_08818_,11.54
_09194_,11.54
_10690_,11.54
_11436_,11.54
_12002_,11.54
_13413_,11.54
u_s3.delay_line_im\[1\]\[3\],11.54
_00767_,11.53
_01904_,11.52
_07400_,11.52
_09051_,11.52
_11319_,11.52
_11814_,11.52
_13134_,11.52
_13868_,11.52
_12637_,11.51
_01931_,11.5
_02414_,11.5
_03075_,11.5
_03688_,11.5
_03707_,11.5
_06924_,11.5
_07253_,11.5
_11623_,11.5
_12220_,11.5
_12484_,11.5
_13367_,11.5
_09558_,11.48
_02713_,11.46
_04030_,11.46
_04467_,11.46
_05294_,11.46
_08362_,11.46
_09586_,11.46
_10244_,11.46
_10627_,11.46
_11656_,11.46
_01794_,11.44
_11854_,11.44
_12910_,11.44
u_s3.delay_line_re\[1\]\[10\],11.44
_01831_,11.43
_07414_,11.42
_07948_,11.42
_08218_,11.42
_08467_,11.42
_08763_,11.42
_10610_,11.42
_08625_,11.4
_10996_,11.4
_00812_,11.38
_02236_,11.38
_05570_,11.38
_05892_,11.38
_08535_,11.38
_09413_,11.38
_13500_,11.38
_14164_,11.38
_01521_,11.36
_04197_,11.36
_05538_,11.36
_06414_,11.36
_06882_,11.36
_07321_,11.36
_09603_,11.36
_09956_,11.36
_13655_,11.36
_08167_,11.355
_00689_,11.34
_01906_,11.34
_03148_,11.34
_06416_,11.34
_08526_,11.34
_08816_,11.34
_11162_,11.34
_11825_,11.34
_12802_,11.34
_13696_,11.34
_13787_,11.34
_02930_,11.32
_09154_,11.32
_09887_,11.32
_12822_,11.32
_01613_,11.3
_04580_,11.3
_06018_,11.3
_06600_,11.3
_10788_,11.3
_12922_,11.3
_14165_,11.3
net125,11.3
_01542_,11.28
_03226_,11.28
_09946_,11.28
_10032_,11.28
